FSCL_YR,MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,AGRG_PYMT_AMT
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to persons","Weyburn Utility Board Weyburn Sask",200050
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","3146600 Manitoba Ltd New Bothwell Man",133779
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","3529941 Manitoba Ltd Steinbach Man",451788
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","4603398 Manitoba Ltd Steinbach Man",548775
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Agricorp Guelph Ont",18703917
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Agriculture Financial Services Corporation Lacombe Alta",6100000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Bacon Acres Inc Steinbach Man",358166
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Black Top Farms Ltd Kindersley Sask",219698
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Blue Ribbon Swine Inc Randolph Man",894906
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Bond Hog Ventures Ltd Niverville Man",156689
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Border Genetics Ltd Oak Bluff Man",584192
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Canmark Family Farming Ltd Roblin Man",236046
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Clearview Colony Farms Ltd Elm Creek Man",114116
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Cottonwood Pork Ltd Winnipeg Man",164946
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Crocus Country Pork Inc Mather Man",165212
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Cudworth Pork Investors Group Cudworth Sask",340622
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Do Holding Ltd Langley BC",202478
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Domain Porkplex Inc Domain Man",157556
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Elite Stock Farm Ltd Outlook Sask",213167
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Excel Genetics Ltd Partnership Niverville Man",132955
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Excel Pork Ltd Partnership Niverville Man",109166
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Fehr-Tec Inc Grunthal Man",118844
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Fisher Pork Ltd Partnership Niverville Man",166662
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Frank R Thiessen Farms Inc Steinbach Man",194047
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Harrison Farms Ltd Niverville Man",104156
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Herbsigwil Ltd Randolph Man",174390
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Heritage Hill Farms Ltd Niverville Man",113133
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Hespeler Hog Farms Ltd Niverville Man",134026
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Joubert Creek Farm Inc Steinbach Man",137776
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Jurassic Pork Inc Steinbach Man",897526
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Kelly Farms Ltd Niverville Man",113909
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Keystone Colony Farms Ltd Warren Man",177880
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Kilkenny Pork Ltd Partnership Niverville Man",163949
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Killarney Shamrock Genetics Inc Niverville Man",148614
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Koho Pork Inc Steinbach Man",441840
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Lakeview Hutterian Brethren Unity Sask",221154
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Maple Pork Farms Inc Winkler Man",160717
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Marlene Moffett Ltd Penobsquis NB",259666
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Metz Farms Ltd New Canaan NB",391915
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Milltown Hutterian Mutual Corporation Elie Man",149887
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Minister of Finance of Quebec Quebec Que",163659894
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Morris Piglets Ltd Winkler Man",150000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Multi-Pork Inc Morris Man",198148
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Niverville Swine Breeders Ltd Niverville Man",245571
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Oak Bluff Colony Farms Ltd Morris Man",158325
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Pacific Ag Consulting Abbotsford BC",130300
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Paradigm Farms Ltd Niverville Man",373615
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Paramount Farms Niverville Man",420371
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Porcherie Gauthier Ltd Landmark Man",453068
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Porcherie Lac du Onze Ltd Notre-Dame-de-Lourdes Man",316205
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Premium Pig Producers Ltd Niverville Man",244758
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Prince Edward Island Agricultural Insurance Corporation Charlottetown PEI",360000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Ptarmigan Swine Inc Winnipeg Man",160307
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Quinfield Farms Ltd Winnipeg Man",202867
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Rick Peterson Farms Ltd Climax Sask",148950
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Ritchie-Smith Farms Ltd Abbotsford BC",107106
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Rock Lake Colony Ltd Grosse Isle Man",113718
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Rosegrove Farms Inc Landmark Man",128725
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Rosenfeld Piglets Ltd Niverville Man",137642
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Shoreline Swine Ltd Morris Man",328389
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Southman Pork Ltd Niverville Man",210590
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","SS Wine Inc Steinbach Man",897733
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Stephen Moffett Ltd Penobsquis NB",244775
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Stomp Pork Farm Ltd Humboldt Sask",900000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Sunnybrook Swine Inc Landmark Man",358440
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Sunnydale Farms Ltd Winnipeg Man",211477
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Super Gro Gilts Ltd Landmark Man",392711
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Synergy Swine Ltd East Selkirk Man",207182
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","The Dutch Barn Ltd Partnership Cardale Man",107917
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","The Puratone Corporation Niverville Man",864889
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Tobique Farms Ltd LSD Drummond NB",139722
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Topeaka Farms Ltd Grunthal Man",642953
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Tri-Leaf Colony Farms Ltd Baldur Man",113464
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Valley Centre Inc Hutterian Brethren Biggar Sask",138005
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Valley View Colony Farms Ltd Swan Lake Man",117445
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Whiteshell Colony Farms Ltd River Hills Man",239928
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Agricultural subsidies","Willow Creek Colony Farms Ltd Cartwright Man",180000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","ATB Financial Edmonton Alta",472257
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","BMO Financial Group Toronto Ont",23906892
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Caisse Desjardins Montreal Que",1102341
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","CIBC Toronto Ont",6688870
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Crossroads Credit Union Canora Sask",116443
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Herbert Credit Union Ltd Herbert Sask",104721
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Innovation Credit Union North Battleford Sask",108877
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Royal Bank of Canada Toronto Ont",166188
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other subsidies to industry","Scotiabank Toronto Ont",886424
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Agricorp Crop Insurance Fund Toronto Ont",39838324
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Agricorp Operating Account Toronto Ont",10057691
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Agricultural Adaptation Council Guelph Ont",14650574
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Agriculture Financial Services Corporation Lacombe Alta",103636400
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Alberta Agriculture and Food Corp Edmonton Alta",1297263
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Alberta Employment Immigration and Industry Edmonton Alta",3085458
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","BC Agricultural Council Kelowna BC",236482
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Farm Credit Canada Regina Sask",808568
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Government of the Northwest Territories Yellowknife NWT",290000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Government of Nunavut Iqualuit Nunavut",270000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Government of Yukon Whitehorse YT",280000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Manitoba Association of Agricultural Societies Inc Morris Man",6945968
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Manitoba Food Safety Initiative Portage la Prairie Man",984811
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Minister of Finance of Manitoba Winnipeg Man",1534744
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Minister of Finance of New Brunswick Fredericton NB",2901690
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Minister of Finance of Quebec Quebec Que",11713831
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Minister of Finance of Saskatchewan Regina Sask",9460310
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Ministre de l'agriculture des pêcheries et de l'alimentation du Québec Ste-Foy Qc",11121288
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","New Brunswick Department of Agriculture and Aquaculture Fredericton NB",1943608
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Newfoundland Exchequer Account St John's NL",529247
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Nova Scotia Crop and Livestock Insurance Commission Truro NS",1030681
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Nova Scotia Department of Agriculture Halifax NS",554722
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Ontario Ministry of Agriculture Food and Rural Affairs Guelph Ont",13083226
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","PEI Department of Agriculture Charlottetown PEI",1653619
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Prince Edward Island Agricultural Insurance Corporation Charlottetown PEI",3601320
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province of British Columbia Victoria BC",3750672
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province of Manitoba Portage la Prairie Man",59624434
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province of Quebec Quebec Que",36710540
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Province of Saskatchewan Regina Sask",19417331
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Provincial Health Services Authority Vancouver BC",1232344
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Provincial Treasurer of Alberta Edmonton Alta",4358376
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Saskatchewan Crop Insurance Melville Sask",98392358
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Saskatchewan Watershed Authority Regina Sask",135759
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Waterfowl Compensation Program Melville Sask",4933233
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfer payments to provinces and territories","Wildlife Damage Compensation Program Melville Sask",1497545
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","BC Salmon Marketing Council Vancouver BC",523290
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","BioAlberta Edmonton Alta",100000
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canada Beef Export Federation Calgary Alta",742930
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canada Pork International Ottawa Ont",1488011
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Aquaculture Industry Alliance Ottawa Ont",271350
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Association of Prawn Producers and Groundfish Enterprise Allocation Council Manotick Ont",212841
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Beef Breeds Council Calgary Alta",221385
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Bison Association Regina Sask",204113
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Cattlemen's Association Calgary Alta",7009156
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Food Exporters Association Don Mills Ont",309804
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian International Grains Institute Winnipeg Man",3449448
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Livestock Genetics Association Guelph Ont",620650
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Malting Barley Technical Centre Winnipeg Man",361188
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Pacific Kazunoko Association Vancouver BC",830334
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Swine Exporters Association Woodstock Ont",402544
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canadian Western Agribition Regina Sask",146326
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Canola Council of Canada Winnipeg Man",258704
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Food Beverage Canada Edmonton Alta",636551
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Fur Farmers of Canada Marketing Association Thornhill Ont",588970
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Groupe Export agroalimentaire Québec-Canada St-Bruno Que",396583
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","International Grains Council London Great Britain",322239
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","North American Fur Association Toronto Ont",647173
2007/2008,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Other transfert payments to or on behalf of international organizations and to foreign countries","Pulse Canada Winnipeg Man",110996
