FSCL_YR,MINC,MINE,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies",,920305724,0
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","3146600 Mb Ltd New Bothwell Man",0,543990
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","3529941 Manitoba Ltd Steinbach Man",0,501059
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","4 Pine Farms Ltd Steinbach Man",0,152034
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","4383754 Manitoba Ltd Stephenfield Man",0,154346
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","4603398 Manitoba Ltd Steinbach Man",0,886786
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","4844409 Manitoba Ltd Niverville Man",0,843744
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","5499144 Manitoba Ltd Beausejour Man",0,120712
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Agricorp Toronto Ont",0,116912455
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Agricultural Insurance Corporation Charlottetown PEI",0,2940961
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Agriculture Financial Services Corp Lacombe Alta",0,211904130
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Alverick Farm Inc Labroquerie Man",0,196636
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Bacon Acres Inc Steinbach Man",0,607464
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Baconhavn Farms Ltd Steinbach Man",0,900000
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Bank of Nova Scotia Halifax NS",0,14992054
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Berg At 34 Pork Ltd Plum Coulee Man",0,230541
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Bft Weanlings Ltd Altona Man",0,323067
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Big Sky Farms Inc Humboldt Sask",0,450000
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Bioexx Specialty Proteins Toronto Ont",0,2958000
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Bioniche Life Sciences Inc Belleville Ont",0,1209927
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Blue Ribbon Swine Inc Randolph Man",0,890721
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","BMO Financial Group Toronto Ont",0,31050341
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Bon Homme Colony Farms Ltd Elie Man",0,126139
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Bond Hog Ventures Ltd Niverville Man",0,170480
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Border Genetics Ltd Oak Bluff Man",0,896279
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Botaneco Specialty Ingredients Inc Calgary Alta",0,764667
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Brooks Mink Ranch Limited Weymouth NS",0,149303
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Cambridge Meat Packers Ltd Cambridge Ont",0,370000
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Can-Am Genetics Inc Oakville Man",0,253516
2009/2010,02,"Agriculture and Agri-Food",001,"Agriculture and Agri-Food","Agricultural subsidies","Canmark Family Farming Ltd Roblin Man",0,351167
